BookingID,vehicle_no,Origin_Location,Destination_Location,TRANSPORTATION_DISTANCE_IN_KM,day_of_week,month,delay_flag,lane_popularity,cost_weight,risk_score,driver_delay_rate,route_risk,confidence_score,idle_loss,is_return_trip,is_deadhead,efficiency_score,efficiency_label,is_peak_month,distance_category,lane_maturity,is_market,Market/Regular
WDSBKTP57733,HR38R4006,"Tehkhand, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,6,9,1,0.14140956535862062,0.5970573629170478,0.5328591396461083,0.2,0.0,1.0,0.0024160541649953533,0,1,0.3325,Low,0,0,1.6094379124341003,1,Regular
AEIBK1900311,HR38R4006,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,5,9,1,0.21339578619233368,0.5304888175640986,0.5044505123309857,1.0,0.0,1.0,0.003120001805018148,0,1,0.2768,Low,0,0,2.1972245773362196,1,Regular
AEIBK1900557,HR38R4006,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,3,10,1,0.22749427972050223,0.5304888175640986,0.4987251795509349,1.0,0.0,1.0,0.006426834647269192,0,1,0.2286,Low,1,0,2.302585092994046,1,Regular
AEIBK1901835,HR38R4006,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,5,10,1,0.3050274843235203,0.5970573629170478,0.6134382356834991,1.0,0.3103217095679009,0.689678290432099,0.0045638633485705574,0,1,0.2416,Low,1,0,2.833213344056216,1,Regular
AEIBK1902533,HR38R4006,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,4,10,1,0.24058968942707937,0.5304888175640986,0.49340719445476405,1.0,0.0,1.0,0.0,0,1,0.3239,Low,1,0,2.3978952727983707,1,Regular
AEIBK1903044,HR38R4006,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,2,10,1,0.3141253310899868,0.5970573629170478,0.6095326111298254,1.0,0.30987628734837314,0.6901237126516269,0.0006876759245981169,0,1,0.334,Low,1,0,2.8903717578961645,1,Regular
AEIBK1904105,HR38R4006,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,4,11,0,0.3050274843235203,0.5970573629170478,0.5574141300153987,1.0,0.6206434191358018,0.3793565808641982,0.005021200613968974,0,1,0.2464,Low,1,0,2.833213344056216,1,Regular
AEIBK1904877,HR38R4006,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,3,11,0,0.3141253310899868,0.5970573629170478,0.5667528534853675,0.8571428571428571,0.6481527569879266,0.3518472430120734,0.0075855970140124565,0,1,0.6003,High,1,0,2.8903717578961645,1,Regular
AEIBK1909222,HR38R4006,"Tehkhand, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,4,12,0,0.05056665881962136,0.5970573629170478,0.3667023431981625,0.75,0.0,1.0,0.0037302602263672734,0,1,0.2569,Low,1,0,0.6931471805599453,1,Regular
AEIBK2011080,HR38R4006,"Binour, Kanpur Nagar, Uttar Pradesh","Kunraghat, Gorakhpur, Uttar Pradesh",390.0,4,12,0,0.05056665881962136,0.13313261022100967,0.40014619102474336,0.6666666666666666,0.0,1.0,0.0,0,1,0.2696,Low,1,1,0.6931471805599453,1,Regular
AEIBK1910701,HR38R4006,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,0,12,0,0.3626222415197309,0.5970573629170478,0.5841241813053896,0.6,0.7263870871038294,0.2736129128961706,0.0,0,0,0.6114,High,1,0,3.1780538303479458,1,Regular
AEIBK1900207,HR38R6015,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,5,9,1,0.2528416089094571,0.5304888175640986,0.4884317468233665,0.2,0.0,1.0,0.0,0,1,0.3744,Medium,0,0,2.4849066497880004,1,Regular
AEIBK1900561,HR38R6015,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,3,10,1,0.26437431852729837,0.5304888175640986,0.48374836697956186,1.0,0.0,1.0,0.008446477726608764,0,1,0.2372,Low,1,0,2.5649493574615367,1,Regular
AEIBK1901692,HR38R6015,"Tehkhand, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,4,10,1,0.05056665881962136,0.5970573629170478,0.5697500223211731,1.0,0.0,1.0,0.005218628837971074,0,1,0.1826,Low,1,0,0.6931471805599453,1,Regular
AEIBK1902529,HR38R6015,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,4,10,1,0.27528649234832153,0.5304888175640986,0.4793169838424705,1.0,0.0,1.0,0.009335283374635328,0,1,0.2404,Low,1,0,2.6390573296152584,1,Regular
AEIBK1905503,HR38R6015,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,2,11,0,0.32288535531798723,0.5970573629170478,0.4026060000098241,1.0,0.3091976427604916,0.6908023572395083,0.0,0,0,0.6358,High,1,0,2.9444389791664403,1,Regular
WDSBKTP57458,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",29.0,3,9,1,0.21339578619233368,0.5650112560337704,0.7158366883493937,0.2,0.4471384226498469,0.5528615773501531,0.0,0,1,0.338,Low,0,0,2.1972245773362196,1,Regular
WDSBKTP57736,HR38R9713,"Tehkhand, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,6,9,1,0.16257798266259593,0.5970573629170478,0.5242627436375492,1.0,0.0,1.0,0.004417869465853,0,1,0.1974,Low,0,0,1.791759469228055,1,Regular
WDSBKTP58191,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",25.0,3,9,1,0.22749427972050223,0.5970573629170478,0.7231006963761294,1.0,0.4753285265404191,0.5246714734595809,0.00674374689665563,0,1,0.1794,Low,0,0,2.302585092994046,1,Regular
AEIBK1901834,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,5,10,1,0.33134035455111566,0.5970573629170478,0.656494942757498,1.0,0.42375511264349175,0.5762448873565083,0.0,0,1,0.3314,Low,1,0,2.995732273553991,1,Regular
AEIBK1901872,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,5,10,1,0.33951856548700526,0.5970573629170478,0.6528136990646018,1.0,0.42299503037830305,0.577004969621697,0.0,0,1,0.3338,Low,1,0,3.044522437723423,1,Regular
AEIBK1902534,HR38R9713,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,4,10,1,0.28565778316158313,0.5304888175640986,0.4751052507841855,1.0,0.0,1.0,0.008709312126262553,0,1,0.2434,Low,1,0,2.70805020110221,1,Regular
AEIBK1904638,HR38R9713,"Bhauti Pratappur, Kanpur Nagar, Uttar Pradesh","Howbagh, Jabalpur, Madhya Pradesh",456.0,2,11,0,0.0,0.11833202778146548,0.4267284571562905,1.0,0.0,1.0,0.0,0,1,0.2211,Low,1,1,0.0,1,Regular
AEIBK1904884,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,3,11,0,0.32288535531798723,0.5970573629170478,0.5738986150074343,0.8571428571428571,0.6707438620048275,0.3292561379951725,0.007434898998055938,0,1,0.6015,High,1,0,2.9444389791664403,1,Regular
AEIBK1909198,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,4,12,1,0.3699094246552135,0.5970573629170478,0.7868293317431476,0.75,0.7319102709872357,0.2680897290127643,0.0,0,1,0.3444,Low,1,0,3.2188758248682006,1,Regular
AEIBK1910156,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,3,12,0,0.1980845091883423,0.5304888175640986,0.4845253795973014,0.7777777777777778,0.3733916275229982,0.6266083724770017,0.011680492761865469,0,1,0.5686,High,1,0,2.0794415416798357,1,Regular
AEIBK2018352,HR38R9713,"Okhla Industrial Estate, South Delhi, Delhi","Dargah Sharif, South Delhi, Delhi",25.0,4,3,0,0.14140956535862062,0.5970573629170478,0.46830657057856134,0.7,0.2923207367993045,0.7076792632006955,0.0,0,0,0.5682,High,0,0,1.6094379124341003,1,Regular
AEIBK1901515,HR38R9722,"Tehkhand, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,3,10,1,0.0875149330389394,0.5970573629170478,0.5547454996655069,0.2,0.0,1.0,0.0,0,1,0.3594,Low,1,0,1.0986122886681098,1,Regular
AEIBK1902073,HR38R9722,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,1,10,1,0.34744447244229437,0.5970573629170478,0.6491168609457686,1.0,0.42198577250392677,0.5780142274960732,0.0,0,1,0.3361,Low,1,0,3.091042453358316,1,Regular
AEIBK1902535,HR38R9722,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,4,10,1,0.2955534179655304,0.5304888175640986,0.4710866794234047,1.0,0.0,1.0,0.0,0,1,0.3398,Low,1,0,2.772588722239781,1,Regular
AEIBK1903239,HR38R9722,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,3,10,1,0.3551394442519278,0.5970573629170478,0.6454155301837935,1.0,0.42076908762604415,0.5792309123739559,0.0007641808111763712,0,1,0.3384,Low,1,0,3.1354942159291497,1,Regular
AEIBK1904107,HR38R9722,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,4,11,1,0.33134035455111566,0.5970573629170478,0.7823707789686623,1.0,0.6894404294156167,0.3105595705843833,0.007640151552543554,0,1,0.5623,High,1,0,2.995732273553991,1,Regular
AEIBK1908653,HR38R9722,"Okhla Industrial Estate, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,1,12,0,0.21339578619233368,0.5304888175640986,0.48486538811202745,1.0,0.3872332330228706,0.6127667669771294,0.0,0,1,0.3186,Low,1,0,2.1972245773362196,1,Regular
AEIBK1909214,HR38R9722,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,4,12,0,0.24058968942707937,0.5304888175640986,0.525719720614605,0.8333333333333334,0.49677326942421257,0.5032267305757874,0.0073498779905933455,0,1,0.2409,Low,1,0,2.3978952727983707,1,Regular
AEIBK1910853,HR38R9722,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,1,12,0,0.377015685109107,0.5970573629170478,0.5902056258791796,0.7142857142857143,0.7515603903597599,0.24843960964024014,0.0,0,0,0.6145,High,1,0,3.258096538021482,1,Regular
AEIBK1900028,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","Minto Road, Central Delhi, Delhi",25.0,6,9,1,0.16257798266259593,0.5970573629170478,0.6802859909909512,0.2,0.32931726330194294,0.670682736698057,0.0,0,1,0.3353,Low,0,0,1.791759469228055,1,Regular
WDSBKTP58172,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,3,9,1,0.33951856548700526,0.5970573629170478,0.7847432585970472,1.0,0.7014579019749078,0.29854209802509224,0.004873237156531735,0,1,0.1981,Low,0,0,3.044522437723423,1,Regular
AEIBK1900494,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,1,10,1,0.22749427972050223,0.5304888175640986,0.6871411510977729,1.0,0.3976883776277101,0.60231162237229,0.007244793475165934,0,1,0.2002,Low,1,0,2.302585092994046,1,Regular
AEIBK1901970,HR38S1603,"Tehkhand, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,0,10,1,0.18127718834844692,0.5970573629170478,0.5166690830056375,1.0,0.0,1.0,0.007247361440356224,0,1,0.5705,High,1,0,1.9459101490553132,1,Regular
AEIBK1905107,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,5,11,1,0.3839541165269914,0.5970573629170478,0.7928565844424377,1.0,0.7566702617590331,0.24332973824096693,0.0067697677005550076,0,1,0.2309,Low,1,0,3.295836866004329,1,Regular
AEIBK1909215,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,4,12,0,0.2528416089094571,0.5304888175640986,0.5371357020764916,1.0,0.5313705532403958,0.46862944675960416,0.0,0,1,0.3206,Low,1,0,2.4849066497880004,1,Regular
AEIBK1909193,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,4,12,0,0.3907364384422603,0.5970573629170478,0.5953285450386349,0.8333333333333334,0.7741339485489636,0.22586605145103644,0.0,0,1,0.3685,Medium,1,0,3.332204510175204,1,Regular
AEIBK1910133,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,3,12,0,0.26437431852729837,0.5304888175640986,0.5451670512415828,0.7142857142857143,0.5582074498686986,0.44179255013130136,0.010155956413676726,0,1,0.5764,High,1,0,2.5649493574615367,1,Regular
AEIBK2015230,HR38S1603,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,5,2,0,0.27528649234832153,0.5304888175640986,0.5507655091737083,0.625,0.5793773708150713,0.42062262918492865,0.0,0,1,0.3327,Low,0,0,2.6390573296152584,1,Regular
AEIBK2015254,HR38S1603,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,5,2,0,0.3050274843235203,0.5304888175640986,0.2641916259286996,0.5555555555555556,0.0,1.0,0.0,0,0,0.6448,High,0,0,2.833213344056216,1,Regular
WDSBKTP57462,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",29.0,3,9,1,0.28565778316158313,0.5650112560337704,0.7571374805039479,0.2,0.5962505931927122,0.40374940680728777,0.0,0,1,0.3493,Low,0,0,2.70805020110221,1,Regular
WDSBKTP57735,HR38S1604,"Tehkhand, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,6,9,1,0.1980845091883423,0.5970573629170478,0.5098437080280044,1.0,0.0,1.0,0.0034969488719699985,0,1,0.2345,Low,0,0,2.0794415416798357,1,Regular
WDSBKTP58170,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,3,9,1,0.34744447244229437,0.5970573629170478,0.7862380565830948,1.0,0.7114065969897332,0.2885934030102668,0.0,0,1,0.2919,Low,0,0,3.091042453358316,1,Regular
AEIBK1900339,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,0,9,1,0.3551394442519278,0.5970573629170478,0.7870072695791799,1.0,0.719625860028902,0.28037413997109795,0.002571002072660935,0,1,0.2697,Low,0,0,3.1354942159291497,1,Regular
AEIBK1900559,HR38S1604,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,3,10,1,0.3141253310899868,0.5304888175640986,0.6103572539529466,1.0,0.30987628734837314,0.6901237126516269,0.005678873126072601,0,1,0.2415,Low,1,0,2.8903717578961645,1,Regular
AEIBK1901653,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Dargah Sharif, South Delhi, Delhi",25.0,4,10,1,0.16257798266259593,0.5970573629170478,0.6802859909909512,1.0,0.32931726330194294,0.670682736698057,0.0,0,1,0.2883,Low,1,0,1.791759469228055,1,Regular
AEIBK1902072,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,1,10,1,0.3626222415197309,0.5970573629170478,0.6417185778025923,1.0,0.41937978027526407,0.5806202197247359,0.00563143375951321,0,1,0.2472,Low,1,0,3.1780538303479458,1,Regular
AEIBK1904102,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,4,11,1,0.3626222415197309,0.5970573629170478,0.7871718604284003,1.0,0.7263870871038295,0.2736129128961705,0.007734681836865336,0,1,0.5708,High,1,0,3.1780538303479458,1,Regular
AEIBK1909195,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,4,12,0,0.3973731821408218,0.5970573629170478,0.5948758429829987,1.0,0.7788670706917254,0.22113292930827455,0.0,0,1,0.3551,Low,1,0,3.367295829986474,1,Regular
AEIBK1910135,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,3,12,0,0.2955534179655304,0.5304888175640986,0.5622392569039585,0.8888888888888888,0.6209665867802656,0.3790334132197344,0.009394970324788718,0,1,0.2435,Low,1,0,2.772588722239781,1,Regular
AEIBK2015190,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,1,1,0,0.40387384612358784,0.5970573629170478,0.5940676475064937,0.8,0.7827332154042621,0.2172667845957379,0.0,0,1,0.3496,Low,0,0,3.4011973816621555,1,Regular
AEIBK2015243,HR38S1604,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,5,2,0,0.3050274843235203,0.5304888175640986,0.5655002896542813,0.7272727272727273,0.6359702559101388,0.3640297440898612,0.0,0,1,0.3284,Low,0,0,2.833213344056216,1,Regular
AEIBK2015255,HR38S1604,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,5,2,0,0.32288535531798723,0.5304888175640986,0.4034306428329453,0.6666666666666666,0.3091976427604916,0.6908023572395083,0.0,0,0,0.6223,High,0,0,2.9444389791664403,1,Regular
WDSBKTP57728,HR38S1605,"Okhla Industrial Estate, South Delhi, Delhi","Minto Road, Central Delhi, Delhi",25.0,6,9,1,0.18127718834844692,0.5970573629170478,0.6847835153505315,0.2,0.3548380495887232,0.6451619504112768,0.005485872133884363,0,1,0.2457,Low,0,0,1.9459101490553132,1,Regular
AEIBK1900442,HR38S1605,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,6,9,1,0.3699094246552135,0.5970573629170478,0.7868293317431478,1.0,0.731910270987236,0.26808972901276396,0.004477382607219396,0,1,0.2084,Low,0,0,3.2188758248682006,1,Regular
AEIBK1900668,HR38S1605,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,5,10,1,0.33134035455111566,0.5304888175640986,0.6573195855806192,1.0,0.42375511264349175,0.5762448873565083,0.009923790013193223,0,1,0.574,High,1,0,2.995732273553991,1,Regular
AEIBK1904444,HR38S1605,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,1,11,0,0.377015685109107,0.5970573629170478,0.5830114960705404,1.0,0.7363757869073413,0.2636242130926587,0.006589698341903497,0,1,0.2587,Low,1,0,3.258096538021482,1,Regular
AEIBK1907112,HR38S1605,"Binour, Kanpur Nagar, Uttar Pradesh","Kunraghat, Gorakhpur, Uttar Pradesh",390.0,5,11,0,0.0875149330389394,0.13313261022100967,0.3851416683690772,0.75,0.0,1.0,0.0,0,1,0.2736,Low,1,1,1.0986122886681098,1,Regular
AEIBK1906973,HR38S1605,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,5,11,0,0.3699094246552135,0.5970573629170478,0.4349854133034688,0.6,0.41784700700199406,0.5821529929980059,0.005628787067622513,0,1,0.3138,Low,1,0,3.2188758248682006,1,Regular
AEIBK1908646,HR38S1605,"Okhla Industrial Estate, South Delhi, Delhi","Minto Road, Central Delhi, Delhi",25.0,5,12,0,0.1980845091883423,0.5970573629170478,0.4837007367741802,0.5,0.3733916275229982,0.6266083724770017,0.0,0,1,0.3693,Medium,1,0,2.0794415416798357,1,Regular
AEIBK1909187,HR38S1605,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,4,12,0,0.410247026945777,0.5970573629170478,0.5929531588298731,0.42857142857142855,0.7858435977515396,0.21415640224846044,0.0,0,1,0.4097,Medium,1,0,3.4339872044851463,1,Regular
AEIBK1909191,HR38S1605,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,4,12,0,0.4165005299697172,0.5970573629170478,0.5915740440592482,0.375,0.7882928545366312,0.21170714546336877,0.0,0,0,0.626,High,1,0,3.4657359027997265,1,Regular
AEIBK1901971,HR38S1606,"Tehkhand, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,0,10,1,0.21339578619233368,0.5970573629170478,0.5036258695078645,0.2,0.0,1.0,0.006250833106674425,0,1,0.3037,Low,1,0,2.1972245773362196,1,Regular
AEIBK1904878,HR38S1606,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,3,11,0,0.3839541165269914,0.5970573629170478,0.5898089053194272,1.0,0.7566702617590331,0.24332973824096693,0.0,0,0,0.6166,High,1,0,3.295836866004329,1,Regular
WDSBKTP57463,HR38S1608,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",29.0,3,9,1,0.3141253310899868,0.5650112560337704,0.7701670405297653,0.2,0.6481527569879265,0.3518472430120735,0.0,0,1,0.354,Low,0,0,2.8903717578961645,1,Regular
WDSBKTP57737,HR38S1608,"Tehkhand, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,6,9,1,0.22749427972050223,0.5970573629170478,0.4979005367278137,1.0,0.0,1.0,0.0,0,1,0.3043,Low,0,0,2.302585092994046,1,Regular
WDSBKTP58185,HR38S1608,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,3,9,1,0.33951856548700526,0.5304888175640986,0.653638341887723,1.0,0.42299503037830305,0.577004969621697,0.0,0,1,0.2994,Low,0,0,3.044522437723423,1,Regular
AEIBK1900212,HR38S1608,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,5,9,1,0.34744447244229437,0.5304888175640986,0.6499415037688898,1.0,0.42198577250392677,0.5780142274960732,0.00306743288852096,0,1,0.289,Low,0,0,3.091042453358316,1,Regular
AEIBK1900553,HR38S1608,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,3,10,1,0.3551394442519278,0.5304888175640986,0.6462401730069147,1.0,0.42076908762604415,0.5792309123739559,0.009639627641927532,0,1,0.5834,High,1,0,3.1354942159291497,1,Regular
AEIBK1903045,HR38S1608,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,2,10,1,0.377015685109107,0.5970573629170478,0.6733725080895638,1.0,0.49852876442327226,0.5014712355767277,0.007963416942866015,0,1,0.5978,High,1,0,3.258096538021482,1,Regular
AEIBK1910137,HR38S1608,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,3,12,1,0.32288535531798723,0.5304888175640986,0.7777709369535661,1.0,0.6707438620048274,0.3292561379951726,0.0,0,1,0.3032,Low,1,0,2.9444389791664403,1,Regular
AEIBK1910702,HR38S1608,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,0,12,0,0.42264146362164656,0.5970573629170478,0.5899657957007229,1.0,0.7901619925003525,0.20983800749964754,0.0,0,0,0.6282,High,1,0,3.4965075614664802,1,Regular
AEIBK1900343,HR38S1609,"Okhla Industrial Estate, South Delhi, Delhi","Chandanhoola, South West Delhi, Delhi",25.0,0,9,0,0.3907364384422603,0.5970573629170478,0.5953285450386349,0.2,0.7741339485489636,0.22586605145103644,0.0,0,1,0.4005,Medium,0,0,3.332204510175204,1,Regular
AEIBK1900551,HR38S1609,"Tehkhand, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,3,10,0,0.3626222415197309,0.5304888175640986,0.43949554150270304,0.0,0.41937978027526407,0.5806202197247359,0.008274986397909202,0,1,0.3562,Low,1,0,3.1780538303479458,1,Regular
AEIBK1901654,HR38S1609,"Okhla Industrial Estate, South Delhi, Delhi","Dargah Sharif, South Delhi, Delhi",25.0,4,10,1,0.18127718834844692,0.5970573629170478,0.6949813656952399,0.0,0.3763625866307919,0.6236374133692081,0.0,0,1,0.3807,Medium,1,0,1.9459101490553132,1,Regular
AEIBK1903047,HR38S1609,"Okhla Industrial Estate, South Delhi, Delhi","Pragati Maidan Camp, Central Delhi, Delhi",25.0,2,10,1,0.3839541165269914,0.5970573629170478,0.6697843758211558,0.3333333333333333,0.49690254368376513,0.5030974563162349,0.006439464027467706,0,1,0.3081,Low,1,0,3.295836866004329,1,Regular
AEIBK1905110,HR38S1609,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,5,11,0,0.428676320015846,0.5970573629170478,0.588158803584519,0.5,0.7915207199310063,0.20847928006899374,0.006411481547199813,0,1,0.3146,Low,1,0,3.5263605246161616,1,Regular
AEIBK1909218,HR38S1609,"Okhla Industrial Estate, South Delhi, Delhi","Amberhai, South West Delhi, Delhi",34.0,4,12,0,0.33134035455111566,0.5304888175640986,0.5801477426687728,0.4,0.6894404294156163,0.31055957058438366,0.0,0,1,0.3869,Medium,1,0,2.995732273553991,1,Regular
AEIBK1909196,HR38S1609,"Okhla Industrial Estate, South Delhi, Delhi","Palam Airport, South West Delhi, Delhi",25.0,4,12,1,0.4346110442458563,0.5970573629170478,0.7892268887778104,0.3333333333333333,0.7924293102562319,0.20757068974376813,0.0,0,1,0.3962,Medium,1,0,3.5553480614894135,1,Regular
AEIBK1910855,HR38S1609,"Okhla Industrial Estate, South Delhi, Delhi","N.S.I.T. Dwarka, South West Delhi, Delhi",34.0,1,12,0,0.24058968942707937,0.5304888175640986,0.5105188279940566,0.42857142857142855,0.46468884327323656,0.5353111567267634,0.0,0,0,0.5762,High,1,0,2.3978952727983707,1,Regular
AEIBK2022591,HR38S5717,"Shive, Pune, Maharashtra","Sarore, Jammu, Jammu & Kashmir",1975.0,6,7,0,0.0,0.018647523487655443,0.5659098403030749,0.2,0.0,1.0,0.0,0,0,0.3905,Medium,0,2,0.0,1,Regular
AEIBK2024123,HR38T3190,"Jamalpur, Gurgaon, Haryana","Khorajnanoda, Ahmedabad, Gujarat",1000.0,2,7,0,0.16257798266259593,0.057504161936898696,0.41055137035266565,0.2,0.0,1.0,0.2738553424325565,0,1,0.204,Low,0,2,1.791759469228055,1,Regular
AEIBK2025975,HR38T3190,"Jamalpur, Gurgaon, Haryana","Khorajnanoda, Ahmedabad, Gujarat",1000.0,1,8,0,0.18127718834844692,0.057504161936898696,0.4029577097207539,0.0,0.0,1.0,0.21710536604173963,0,1,0.2328,Low,0,2,1.9459101490553132,1,Regular
AEIBK2027124,HR38T3190,"Jamalpur, Gurgaon, Haryana","Khorajnanoda, Ahmedabad, Gujarat",1000.0,0,8,0,0.1980845091883423,0.057504161936898696,0.3961323347431209,0.0,0.0,1.0,0.0,0,0,0.4917,Medium,0,2,2.0794415416798357,1,Regular
